date,equity,cash,positions
2022-03-28,14076809.441994231,5136277.621994231,6
2022-03-29,13994729.951994231,5136277.621994231,6
2022-03-30,14560897.37199423,5136277.621994231,6
2022-03-31,14470639.96199423,5136277.621994231,6
2022-04-01,14483651.54199423,5136277.621994231,6
2022-04-06,14240124.441994231,5136277.621994231,6
2022-04-07,13981821.37199423,5136277.621994231,6
2022-04-08,13861780.812536951,6625192.872536951,5
2022-04-11,13455213.229642257,7971680.269642256,4
2022-04-12,13442661.078942867,11851099.578942867,1
2022-04-13,13297652.689225456,10509066.589225456,2
2022-04-14,13354736.339225456,10509066.589225456,2
2022-04-15,13448394.489225456,10509066.589225456,2
2022-04-18,13517847.499225456,10509066.589225456,2
2022-04-19,13394583.789225455,10509066.589225456,2
2022-04-20,13401892.389225457,10509066.589225456,2
2022-04-21,13373889.865553055,11943287.335553056,1
2022-04-22,13315742.895553056,11943287.335553056,1
2022-04-25,13174818.335553056,11943287.335553056,1
2022-04-26,13133921.45878424,13133921.45878424,0
2022-04-27,13133921.45878424,13133921.45878424,0
2022-04-28,13108722.057236236,7878797.817236236,4
2022-04-29,13416287.096837357,6562392.506837358,5
