core,stable,trend,annualized_return,max_drawdown,sharpe
0.25,0.65,0.1,0.0899992765376072,-0.19859033900270062,0.6292991471083454
0.25,0.7000000000000001,0.05,0.08943081115719842,-0.197279380134037,0.626568159680423
0.25,0.75,0.0,0.08884450376112762,-0.19596905717412005,0.6234242711572602
0.30000000000000004,0.0,0.7,0.09765752273630746,-0.22523092934301792,0.6398569169494207
0.30000000000000004,0.05,0.65,0.09731826769690621,-0.21912222940039972,0.6419116663743053
0.30000000000000004,0.1,0.6,0.0969607578876519,-0.21743409432835836,0.6436718301959584
0.30000000000000004,0.15000000000000002,0.55,0.09658501824717103,-0.21574603686839655,0.6451195803140903
0.30000000000000004,0.2,0.5,0.09619107456033804,-0.21405807205197658,0.6462377426179581
0.30000000000000004,0.25,0.45,0.09577895345578713,-0.2123702149393456,0.6470100106708102
0.30000000000000004,0.30000000000000004,0.4,0.09534868240335337,-0.21068248061935613,0.6474211639893606
0.30000000000000004,0.35000000000000003,0.35,0.09490028971147302,-0.20899488420927081,0.6474572864767348
0.30000000000000004,0.4,0.3,0.09443380452450434,-0.20730744085458386,0.6471059800901021
0.30000000000000004,0.45,0.25,0.09394925682000288,-0.20562016572883124,0.646356568490715
0.30000000000000004,0.5,0.2,0.09344667740592416,-0.20393307403339977,0.6452002852694417
0.30000000000000004,0.55,0.15,0.09292609791778061,-0.20224618099734237,0.6436304413933173
0.30000000000000004,0.6000000000000001,0.1,0.09238755081572925,-0.20076429880486701,0.6416425667963997
0.30000000000000004,0.65,0.05,0.09183106938160668,-0.19945373733905403,0.639234521546863
0.30000000000000004,0.7000000000000001,-0.0,0.09125668771590334,-0.1981438006386056,0.636406572752933
0.35000000000000003,0.0,0.65,0.09954117300029175,-0.2232436362873198,0.6499491330381287
0.35000000000000003,0.05,0.6,0.09919632158021274,-0.22014144900900845,0.6519857909433459
0.35000000000000003,0.1,0.55,0.09883318884226311,-0.2184548696535742,0.6537202992885737
0.35000000000000003,0.15000000000000002,0.5,0.09845180000249787,-0.21676836546202027,0.6551348398988162
0.35000000000000003,0.2,0.45,0.09805218112409975,-0.21508195144747377,0.6562123098412316
0.35000000000000003,0.25,0.4,0.09763435911488161,-0.21339564265184152,0.6569365372816759
0.35000000000000003,0.30000000000000004,0.35,0.09719836172470697,-0.21170945414563946,0.6572925007346648
0.35000000000000003,0.35000000000000003,0.3,0.09674421754285767,-0.2100234010277967,0.6572665471329137
0.35000000000000003,0.4,0.25,0.09627195599534377,-0.20833749842547178,0.6568466037053733
0.35000000000000003,0.45,0.2,0.09578160734215069,-0.20665176149386544,0.6560223783683337
0.35000000000000003,0.5,0.15,0.09527320267443051,-0.20496620541603183,0.6547855432358061
0.35000000000000003,0.55,0.1,0.09474677391162034,-0.20328084540269076,0.6531298959684023
0.35000000000000003,0.6000000000000001,0.05,0.09420235379852704,-0.20163191980314066,0.6510514940190332
0.35000000000000003,0.65,-0.0,0.09363997590232853,-0.20032239171293575,0.6485487574006294
0.4,0.0,0.6,0.10140188978459208,-0.2228506579373657,0.6595121433711314
0.4,0.05,0.55,0.10105143350707335,-0.22116558859714852,0.6615173744127194
0.4,0.1,0.5,0.10068266978641138,-0.21948057701209667,0.6632134055906013
0.4,0.15000000000000002,0.45,0.10029562411625226,-0.2177956381479379,0.6645825217107609
0.4,0.2,0.4,0.09989032283824462,-0.21611078699936737,0.6656077843265491
0.4,0.25,0.35,0.09946679313950013,-0.21442603858986786,0.6662732483187623
0.4,0.30000000000000004,0.3,0.09902506305001268,-0.21274140797152197,0.666564180564548
0.4,0.35000000000000003,0.25,0.09856516143999294,-0.21105691022482853,0.6664672760283513
0.4,0.4,0.2,0.09808711801716341,-0.2093725604585167,0.6659708662178612
0.4,0.45,0.15,0.09759096332397954,-0.20768837380935923,0.6650651147180795
0.4,0.5,0.1,0.09707672873479956,-0.20600436544198408,0.6637421944776543
0.4,0.55,0.05,0.0965444464529881,-0.20432055054868303,0.6619964416955828
0.4,0.6000000000000001,-0.0,0.09599414950796947,-0.20263694434922586,0.6598244815542504
0.45,0.0,0.55,0.10323954542468416,-0.22387811464962737,0.668526004991966
0.45,0.05,0.5,0.1028834761580788,-0.22219462752094699,0.6704868054352194
0.45,0.1,0.45,0.10250907374774254,-0.22051119572822575,0.6721319395337227
0.45,0.15000000000000002,0.4,0.10211636396506352,-0.2188278342186678,0.6734438873683458
0.45,0.2,0.35,0.10170537343027841,-0.21714455796844623,0.6744059664819795
0.45,0.25,0.3,0.10127612960991672,-0.21546138198252385,0.675002547694501
0.45,0.30000000000000004,0.25,0.10082866081418107,-0.2137783212944575,0.6752192716282596
