日期,总资产,现金,证券,数量,持仓,收盘价, 收益
,,,安徽合力(600761.SH),54300,516936.00,9.52,2691.86
,,,京华激光(603607.SH),23300,354626.00,15.22,-7121.33
,,,恒润股份(603985.SH),23900,383595.00,16.05,-5673.50
2020-06-30,10922156.34,301402.84,,,,,
,,,皇马科技(603181.SH),22500,510750.00,22.7,105269.29
,,,金徽酒(603919.SH),23200,403448.00,17.39,42788.17
,,,天威视讯(002238.SZ),63830,433405.70,6.79,2387.55
,,,京运通(601908.SH),134300,585548.00,4.36,19521.79
,,,ST美克(600337.SH),161000,711620.00,4.42,-13664.76
,,,华荣股份(603855.SH),41200,735420.00,17.85,155622.27
,,,国泰集团(603977.SH),47600,369376.00,7.76,-15162.64
,,,安徽合力(600761.SH),13500,130140.00,9.64,11339.53
,,,广汇物流(600603.SH),8900,41919.00,4.71,-2711.94
,,,道明光学(002632.SZ),59600,504812.00,8.47,20798.93
,,,苏农银行(603323.SH),22700,100788.00,4.44,1133.26
,,,陆家嘴(600663.SH),43500,487635.00,11.21,-13765.88
,,,南网储能(600995.SH),200,1504.00,7.52,-5.57
,,,罗莱生活(002293.SZ),34300,316932.00,9.24,-6229.76
,,,豫园股份(600655.SH),72100,638806.00,8.86,58462.93
,,,元祖股份(603886.SH),28400,465760.00,16.4,-1640.83
,,,中原环保(000544.SZ),83800,545538.00,6.51,-20202.46
,,,祥和实业(603500.SH),31300,449155.00,14.35,3733.62
,,,灵康药业(603669.SH),43420,342583.80,7.89,10277.79
,,,浙江仙通(603239.SH),19200,284544.00,14.82,38218.60
,,,贵航股份(600523.SH),36200,613952.00,16.96,14189.35
,,,穗恒运A(000531.SZ),68700,515250.00,7.5,2257.52
,,,电投能源(002128.SZ),36600,283650.00,7.75,11786.38
,,,福达股份(603166.SH),31000,196850.00,6.35,-14434.97
,,,首开股份(600376.SH),6100,35746.00,5.86,-1616.36
,,,宁沪高速(600377.SH),38100,373761.00,9.81,-27209.36
,,,家家悦(603708.SH),11000,541860.00,49.26,109667.98
2020-06-29,10704907.34,301402.84,,,,,
,,,福达股份(603166.SH),31000,193750.00,6.25,-17534.97
,,,苏农银行(603323.SH),22700,99880.00,4.4,225.26
,,,首开股份(600376.SH),6100,34892.00,5.72,-2470.36
,,,皇马科技(603181.SH),22500,490275.00,21.79,84794.29
,,,穗恒运A(000531.SZ),68700,501510.00,7.3,-11482.48
,,,豫园股份(600655.SH),72100,627991.00,8.71,47647.93
,,,南网储能(600995.SH),200,1498.00,7.49,-11.57
,,,贵航股份(600523.SH),36200,608522.00,16.81,8759.35
,,,天威视讯(002238.SZ),63830,432129.10,6.77,1110.95
,,,电投能源(002128.SZ),36600,282186.00,7.71,10322.38
,,,祥和实业(603500.SH),31300,440078.00,14.06,-5343.38
,,,宁沪高速(600377.SH),38100,372999.00,9.79,-27971.36
,,,国泰集团(603977.SH),47600,369852.00,7.77,-14686.64
,,,广汇物流(600603.SH),8900,41385.00,4.65,-3245.94
,,,道明光学(002632.SZ),59600,503620.00,8.45,19606.93
,,,浙江仙通(603239.SH),19200,262656.00,13.68,16330.60
,,,金徽酒(603919.SH),23200,385352.00,16.61,24692.17
,,,元祖股份(603886.SH),28400,466044.00,16.41,-1356.83
,,,中原环保(000544.SZ),83800,541348.00,6.46,-24392.46
,,,罗莱生活(002293.SZ),34300,310415.00,9.05,-12746.76
,,,京运通(601908.SH),134300,585548.00,4.36,19521.79
,,,家家悦(603708.SH),11000,509630.00,46.33,77437.98
,,,ST美克(600337.SH),161000,718060.00,4.46,-7224.76
,,,安徽合力(600761.SH),13500,129060.00,9.56,10259.53
,,,灵康药业(603669.SH),43420,339544.40,7.82,7238.39
,,,陆家嘴(600663.SH),43500,483720.00,11.12,-17680.88
,,,华荣股份(603855.SH),41200,671560.00,16.3,91762.27
2020-06-24,10760237.04,301402.84,,,,,
,,,天威视讯(002238.SZ),63830,450639.80,7.06,19621.65
,,,南网储能(600995.SH),200,1524.00,7.62,14.43
,,,国泰集团(603977.SH),47600,364616.00,7.66,-19922.64
,,,首开股份(600376.SH),6100,35563.00,5.83,-1799.36
,,,灵康药业(603669.SH),43420,343886.40,7.92,11580.39
,,,道明光学(002632.SZ),59600,514944.00,8.64,30930.93
,,,皇马科技(603181.SH),22500,488250.00,21.7,82769.29
,,,福达股份(603166.SH),31000,194680.00,6.28,-16604.97
,,,穗恒运A(000531.SZ),68700,503571.00,7.33,-9421.48
,,,中原环保(000544.SZ),83800,550566.00,6.57,-15174.46
,,,罗莱生活(002293.SZ),34300,317961.00,9.27,-5200.76
,,,广汇物流(600603.SH),8900,41830.00,4.7,-2800.94
,,,宁沪高速(600377.SH),38100,376428.00,9.88,-24542.36
,,,苏农银行(603323.SH),22700,101242.00,4.46,1587.26
,,,家家悦(603708.SH),11000,485100.00,44.1,52907.98
,,,元祖股份(603886.SH),28400,465476.00,16.39,-1924.83
,,,浙江仙通(603239.SH),19200,269760.00,14.05,23434.60
,,,豫园股份(600655.SH),72100,634480.00,8.8,54136.93
,,,陆家嘴(600663.SH),43500,481980.00,11.08,-19420.88
,,,华荣股份(603855.SH),41200,663320.00,16.1,83522.27
,,,ST美克(600337.SH),161000,740600.00,4.6,15315.24
,,,电投能源(002128.SZ),36600,286212.00,7.82,14348.38
,,,贵航股份(600523.SH),36200,622640.00,17.2,22877.35
,,,祥和实业(603500.SH),31300,452598.00,14.46,7176.62
,,,京运通(601908.SH),134300,549287.00,4.09,-16739.21
,,,安徽合力(600761.SH),13500,129600.00,9.6,10799.53
,,,金徽酒(603919.SH),23200,392080.00,16.9,31420.17
2020-06-23,10807880.24,237662.84,,,,,
,,,穗恒运A(000531.SZ),68700,512502.00,7.46,-490.48
,,,家家悦(603708.SH),11000,477950.00,43.45,45757.98
,,,首开股份(600376.SH),6100,35380.00,5.8,-1982.36
,,,南网储能(600995.SH),200,1508.00,7.54,-1.57
,,,京运通(601908.SH),134300,537200.00,4,-28826.21
,,,灵康药业(603669.SH),43420,346057.40,7.97,13751.39
,,,天威视讯(002238.SZ),49100,541082.00,11.02,60963.98
,,,罗莱生活(002293.SZ),34300,319676.00,9.32,-3485.76
,,,广汇物流(600603.SH),8900,41919.00,4.71,-2711.94
,,,国泰集团(603977.SH),47600,365568.00,7.68,-18970.64
,,,陆家嘴(600663.SH),43500,478500.00,11,-22900.88
,,,福达股份(603166.SH),31000,200570.00,6.47,-10714.97
,,,皇马科技(603181.SH),22500,482625.00,21.45,77144.29
,,,祥和实业(603500.SH),31300,459171.00,14.67,13749.62
,,,华荣股份(603855.SH),41200,661672.00,16.06,81874.27
,,,中原环保(000544.SZ),83800,548052.00,6.54,-17688.46
,,,豫园股份(600655.SH),72100,635201.00,8.81,54857.93
,,,电投能源(002128.SZ),36600,301584.00,8.24,15080.38
,,,道明光学(002632.SZ),59600,513752.00,8.62,29738.93
,,,ST美克(600337.SH),161000,734160.00,4.56,8875.24
,,,金徽酒(603919.SH),23200,403680.00,17.4,43020.17
,,,元祖股份(603886.SH),28400,472008.00,16.62,4607.17
,,,宁沪高速(600377.SH),38100,371094.00,9.74,-29876.36
,,,贵航股份(600523.SH),36200,630604.00,17.42,30841.35
,,,浙江仙通(603239.SH),19200,271296.00,14.13,24970.60
,,,苏农银行(603323.SH),22700,99426.00,4.38,-228.74
,,,安徽合力(600761.SH),13500,127980.00,9.48,9179.53
2020-06-22,10767550.04,237618.84,,,,,
,,,穗恒运A(000531.SZ),68700,515250.00,7.5,2257.52
,,,京运通(601908.SH),134300,531828.00,3.96,-34198.21
,,,贵航股份(600523.SH),36200,608522.00,16.81,8759.35
,,,中原环保(000544.SZ),83800,553918.00,6.61,-11822.46
,,,灵康药业(603669.SH),43420,354307.20,8.16,22001.19
,,,安徽合力(600761.SH),13500,128655.00,9.53,9854.53
,,,陆家嘴(600663.SH),43500,481110.00,11.06,-20290.88
,,,福达股份(603166.SH),31000,205530.00,6.63,-5754.97
,,,国泰集团(603977.SH),47600,367472.00,7.72,-17066.64
,,,浙江仙通(603239.SH),19200,263232.00,13.71,16906.60
,,,ST美克(600337.SH),161000,771190.00,4.79,45905.24
,,,金徽酒(603919.SH),23200,371432.00,16.01,10772.17
,,,首开股份(600376.SH),6100,35746.00,5.86,-1616.36
,,,皇马科技(603181.SH),22500,469575.00,20.87,64094.29
,,,苏农银行(603323.SH),22700,99880.00,4.4,225.26
,,,罗莱生活(002293.SZ),34300,317275.00,9.25,-5886.76
,,,元祖股份(603886.SH),28400,472576.00,16.64,5175.17
,,,华荣股份(603855.SH),41200,642720.00,15.6,62922.27
,,,祥和实业(603500.SH),31300,468248.00,14.96,22826.62
,,,电投能源(002128.SZ),36600,303780.00,8.3,17276.38
,,,豫园股份(600655.SH),72100,635201.00,8.81,54857.93
,,,宁沪高速(600377.SH),38100,374142.00,9.82,-26828.36
,,,广汇物流(600603.SH),8900,42453.00,4.77,-2177.94
,,,南网储能(600995.SH),200,1558.00,7.79,4.43
,,,天威视讯(002238.SZ),49100,537645.00,10.95,57526.98
,,,道明光学(002632.SZ),59600,510176.00,8.56,26162.93
,,,家家悦(603708.SH),11000,466510.00,42.41,34317.98
2020-06-19,10751056.44,237618.84,,,,,
,,,苏农银行(603323.SH),22700,99426.00,4.38,-228.74
,,,中原环保(000544.SZ),83800,558946.00,6.67,-6794.46
,,,国泰集团(603977.SH),47600,370328.00,7.78,-14210.64
,,,福达股份(603166.SH),31000,202120.00,6.52,-9164.97
,,,陆家嘴(600663.SH),43500,480675.00,11.05,-20725.88
,,,浙江仙通(603239.SH),19200,268800.00,14,22474.60
,,,罗莱生活(002293.SZ),34300,321048.00,9.36,-2113.76
,,,华荣股份(603855.SH),41200,632420.00,15.35,52622.27
,,,首开股份(600376.SH),6100,35990.00,5.9,-1372.36
,,,贵航股份(600523.SH),36200,553136.00,15.28,-46626.65
,,,祥和实业(603500.SH),31300,465744.00,14.88,20322.62
,,,穗恒运A(000531.SZ),68700,503571.00,7.33,-9421.48
,,,金徽酒(603919.SH),23200,368416.00,15.88,7756.17
,,,ST美克(600337.SH),161000,756700.00,4.7,31415.24
,,,元祖股份(603886.SH),28400,485072.00,17.08,17671.17
,,,灵康药业(603669.SH),43420,370372.60,8.53,38066.59
,,,道明光学(002632.SZ),59600,511964.00,8.59,27950.93
,,,京运通(601908.SH),134300,527799.00,3.93,-38227.21
,,,皇马科技(603181.SH),22500,479700.00,21.32,74219.29
,,,南网储能(600995.SH),200,1560.00,7.8,6.43
,,,广汇物流(600603.SH),8900,42987.00,4.83,-1643.94
,,,天威视讯(002238.SZ),49100,541573.00,11.03,61454.98
,,,电投能源(002128.SZ),36600,310734.00,8.49,24230.38
,,,宁沪高速(600377.SH),38100,380238.00,9.98,-20732.36
,,,家家悦(603708.SH),11000,455070.00,41.37,22877.98
,,,豫园股份(600655.SH),72100,661878.00,9.18,81534.93
,,,安徽合力(600761.SH),13500,127170.00,9.42,8369.53
2020-06-18,10670771.64,237618.84,,,,,
,,,宁沪高速(600377.SH),38100,381381.00,10.01,-19589.36
,,,天威视讯(002238.SZ),49100,539609.00,10.99,59490.98
,,,苏农银行(603323.SH),22700,98972.00,4.36,-682.74
,,,灵康药业(603669.SH),43420,349096.80,8.04,16790.79
,,,广汇物流(600603.SH),8900,42898.00,4.82,-1732.94
,,,国泰集团(603977.SH),47600,370328.00,7.78,-14210.64
,,,祥和实业(603500.SH),31300,449781.00,14.37,4359.62
,,,道明光学(002632.SZ),59600,522692.00,8.77,38678.93
,,,中原环保(000544.SZ),83800,556432.00,6.64,-9308.46
,,,陆家嘴(600663.SH),43500,485025.00,11.15,-16375.88
,,,浙江仙通(603239.SH),19200,266304.00,13.87,19978.60
,,,南网储能(600995.SH),200,1556.00,7.78,2.43
,,,ST美克(600337.SH),161000,758310.00,4.71,33025.24
,,,福达股份(603166.SH),31000,196850.00,6.35,-14434.97
,,,家家悦(603708.SH),11000,454960.00,41.36,22767.98
,,,罗莱生活(002293.SZ),34300,322763.00,9.41,-398.76
,,,电投能源(002128.SZ),36600,311100.00,8.5,24596.38
,,,贵航股份(600523.SH),36200,548430.00,15.15,-51332.65
,,,皇马科技(603181.SH),22500,479700.00,21.32,74219.29
,,,京运通(601908.SH),134300,531828.00,3.96,-34198.21
,,,豫园股份(600655.SH),72100,616455.00,8.55,36111.93
,,,首开股份(600376.SH),6100,35746.00,5.86,-1616.36
,,,华荣股份(603855.SH),41200,643544.00,15.62,63746.27
,,,安徽合力(600761.SH),13500,125010.00,9.26,6209.53
,,,金徽酒(603919.SH),23200,354960.00,15.3,-5699.83
,,,穗恒运A(000531.SZ),68700,501510.00,7.3,-11482.48
,,,元祖股份(603886.SH),28400,487912.00,17.18,20511.17
2020-06-17,10756620.04,232893.84,,,,,
,,,华荣股份(603855.SH),41200,656316.00,15.93,76518.27
,,,宁沪高速(600377.SH),38100,384429.00,10.09,-16541.36
,,,电投能源(002128.SZ),36600,296460.00,8.1,9956.38
,,,中原环保(000544.SZ),83800,556432.00,6.64,-9308.46
,,,穗恒运A(000531.SZ),68700,505632.00,7.36,-7360.48
,,,浙江仙通(603239.SH),19200,268032.00,13.96,21706.60
,,,皇马科技(603181.SH),22500,490950.00,21.82,85469.29
,,,京运通(601908.SH),134300,541229.00,4.03,-24797.21
,,,灵康药业(603669.SH),43420,367333.20,8.46,35027.19
,,,国泰集团(603977.SH),47600,369852.00,7.77,-14686.64
,,,广汇物流(600603.SH),8900,43165.00,4.85,-1465.94
,,,豫园股份(600655.SH),72100,623665.00,8.65,43321.93
,,,天威视讯(002238.SZ),49100,539118.00,10.98,58999.98
,,,祥和实业(603500.SH),31300,451346.00,14.42,5924.62
,,,家家悦(603708.SH),11000,467390.00,42.49,35197.98
,,,南网储能(600995.SH),200,1538.00,7.69,-15.57
,,,福达股份(603166.SH),31000,199020.00,6.42,-12264.97
,,,苏农银行(603323.SH),22700,98745.00,4.35,-909.74
,,,陆家嘴(600663.SH),43500,476325.00,10.95,-25075.88
,,,首开股份(600376.SH),6100,35502.00,5.82,-1860.36
,,,罗莱生活(002293.SZ),34300,327565.00,9.55,4403.24
,,,元祖股份(603886.SH),28400,499556.00,17.59,32155.17
,,,金徽酒(603919.SH),23200,344752.00,14.86,-15907.83
,,,安徽合力(600761.SH),13500,128520.00,9.52,4994.53
,,,ST美克(600337.SH),161000,761530.00,4.73,36245.24
,,,道明光学(002632.SZ),59600,534016.00,8.96,50002.93
,,,贵航股份(600523.SH),36200,555308.00,15.34,-44454.65
2020-06-16,10677631.24,210196.84,,,,,
,,,穗恒运A(000531.SZ),68700,508380.00,7.4,-4612.48
,,,ST美克(600337.SH),161000,766360.00,4.76,41075.24
,,,京运通(601908.SH),134300,550630.00,4.1,-15396.21
,,,罗莱生活(002293.SZ),34300,327565.00,9.55,4403.24
,,,陆家嘴(600663.SH),43500,476760.00,10.96,-24640.88
,,,家家悦(603708.SH),11000,445390.00,40.49,13197.98
,,,浙江仙通(603239.SH),19200,277440.00,14.45,31114.60
,,,国泰集团(603977.SH),47600,374612.00,7.87,-9926.64
,,,首开股份(600376.SH),6100,35746.00,5.86,-1616.36
,,,电投能源(002128.SZ),36600,293532.00,8.02,7028.38
,,,苏农银行(603323.SH),22700,98518.00,4.34,-1136.74
,,,宁沪高速(600377.SH),38100,379476.00,9.96,-21494.36
,,,中原环保(000544.SZ),83800,555594.00,6.63,-10146.46
,,,贵航股份(600523.SH),36200,539742.00,14.91,-60020.65
,,,元祖股份(603886.SH),28400,493592.00,17.38,26191.17
,,,天威视讯(002238.SZ),49100,529298.00,10.78,49179.98
,,,安徽合力(600761.SH),13500,129195.00,9.57,5669.53
,,,福达股份(603166.SH),31000,198400.00,6.4,-12884.97
,,,广汇物流(600603.SH),8900,42720.00,4.8,-1910.94
,,,金徽酒(603919.SH),23200,344520.00,14.85,-16139.83
,,,祥和实业(603500.SH),31300,451659.00,14.43,6237.62
,,,南网储能(600995.SH),200,1524.00,7.62,-29.57
,,,皇马科技(603181.SH),22500,486450.00,21.62,80969.29
,,,华荣股份(603855.SH),41200,630360.00,15.3,50562.27
,,,灵康药业(603669.SH),43420,361254.40,8.32,28948.39
,,,道明光学(002632.SZ),59600,536400.00,9,50598.93
,,,豫园股份(600655.SH),72100,632317.00,8.77,31064.93
2020-06-15,10516374.64,210196.84,,,,,
,,,广汇物流(600603.SH),8900,41652.00,4.68,-2978.94
,,,国泰集团(603977.SH),47600,375088.00,7.88,-9450.64
,,,京运通(601908.SH),134300,533171.00,3.97,-32855.21
,,,苏农银行(603323.SH),22700,97837.00,4.31,-1817.74
,,,道明光学(002632.SZ),59600,526268.00,8.83,40466.93
,,,首开股份(600376.SH),6100,35319.00,5.79,-2043.36
,,,电投能源(002128.SZ),36600,288774.00,7.89,2270.38
,,,祥和实业(603500.SH),31300,446338.00,14.26,916.62
,,,安徽合力(600761.SH),13500,126900.00,9.4,3374.53
,,,元祖股份(603886.SH),28400,472576.00,16.64,5175.17
,,,南网储能(600995.SH),200,1514.00,7.57,-39.57
,,,浙江仙通(603239.SH),19200,275328.00,14.34,29002.60
,,,罗莱生活(002293.SZ),34300,322420.00,9.4,-741.76
,,,穗恒运A(000531.SZ),68700,501510.00,7.3,-11482.48
,,,天威视讯(002238.SZ),49100,530771.00,10.81,50652.98
,,,ST美克(600337.SH),161000,769580.00,4.78,44295.24
,,,陆家嘴(600663.SH),43500,473715.00,10.89,-27685.88
,,,福达股份(603166.SH),31000,194990.00,6.29,-16294.97
,,,灵康药业(603669.SH),43420,353438.80,8.14,21132.79
,,,豫园股份(600655.SH),72100,626549.00,8.69,25296.93
,,,贵航股份(600523.SH),36200,527796.00,14.58,-71966.65
,,,华荣股份(603855.SH),41200,611408.00,14.84,31610.27
,,,宁沪高速(600377.SH),38100,383667.00,10.07,-17303.36
,,,皇马科技(603181.SH),22500,472500.00,21,67019.29
,,,金徽酒(603919.SH),23200,327816.00,14.13,-32843.83
,,,家家悦(603708.SH),11000,445390.00,40.49,13197.98
,,,中原环保(000544.SZ),83800,543862.00,6.49,-21878.46
2020-06-12,10637083.84,207756.84,,,,,
,,,罗莱生活(002293.SZ),34300,327908.00,9.56,4746.24
,,,道明光学(002632.SZ),59600,517924.00,8.69,32122.93
,,,陆家嘴(600663.SH),43500,475020.00,10.92,-26380.88
,,,天威视讯(002238.SZ),49100,535681.00,10.91,55562.98
,,,苏农银行(603323.SH),22700,98064.00,4.32,-1590.74
,,,穗恒运A(000531.SZ),68700,496701.00,7.23,-16291.48
,,,灵康药业(603669.SH),43420,345189.00,7.95,12882.99
,,,ST美克(600337.SH),161000,829150.00,5.15,103865.24
,,,国泰集团(603977.SH),47600,382228.00,8.03,-2310.64
,,,祥和实业(603500.SH),31300,465431.00,14.87,20009.62
,,,京运通(601908.SH),134300,561374.00,4.18,-4652.21
,,,电投能源(002128.SZ),36600,289872.00,7.92,3368.38
,,,中原环保(000544.SZ),83800,534644.00,6.38,-31096.46
,,,首开股份(600376.SH),6100,38186.00,6.26,-1616.36
,,,广汇物流(600603.SH),8900,41652.00,4.68,-2978.94
,,,浙江仙通(603239.SH),19200,274176.00,14.28,27850.60
,,,皇马科技(603181.SH),22500,472050.00,20.98,66569.29
,,,元祖股份(603886.SH),28400,474564.00,16.71,7163.17
,,,安徽合力(600761.SH),13500,126765.00,9.39,3239.53
,,,华荣股份(603855.SH),41200,617176.00,14.98,37378.27
,,,贵航股份(600523.SH),36200,548068.00,15.14,-51694.65
,,,金徽酒(603919.SH),23200,329904.00,14.22,-30755.83
,,,宁沪高速(600377.SH),38100,383286.00,10.06,-17684.36
,,,南网储能(600995.SH),200,1524.00,7.62,-29.57
,,,福达股份(603166.SH),31000,198710.00,6.41,-12574.97
,,,豫园股份(600655.SH),72100,627270.00,8.7,26017.93
,,,家家悦(603708.SH),11000,436810.00,39.71,4617.98
2020-06-11,10598012.84,207756.84,,,,,
,,,南网储能(600995.SH),200,1520.00,7.6,-33.57
,,,安徽合力(600761.SH),13500,126090.00,9.34,2564.53
,,,祥和实业(603500.SH),31300,471065.00,15.05,25643.62
,,,国泰集团(603977.SH),47600,382704.00,8.04,-1834.64
,,,苏农银行(603323.SH),22700,98518.00,4.34,-1136.74
,,,天威视讯(002238.SZ),49100,534699.00,10.89,54580.98
,,,元祖股份(603886.SH),28400,473428.00,16.67,6027.17
,,,道明光学(002632.SZ),59600,507792.00,8.52,21990.93
,,,广汇物流(600603.SH),8900,41919.00,4.71,-2711.94
,,,中原环保(000544.SZ),83800,531292.00,6.34,-34448.46
,,,灵康药业(603669.SH),43420,338676.00,7.8,6369.99
,,,华荣股份(603855.SH),41200,601108.00,14.59,21310.27
,,,贵航股份(600523.SH),36200,545896.00,15.08,-53866.65
,,,福达股份(603166.SH),31000,199330.00,6.43,-11954.97
,,,京运通(601908.SH),134300,574804.00,4.28,8777.79
,,,宁沪高速(600377.SH),38100,380619.00,9.99,-20351.36
,,,ST美克(600337.SH),161000,821100.00,5.1,95815.24
,,,皇马科技(603181.SH),22500,470475.00,20.91,64994.29
,,,金徽酒(603919.SH),23200,329208.00,14.19,-31451.83
,,,浙江仙通(603239.SH),19200,255936.00,13.33,9610.60
,,,首开股份(600376.SH),6100,38247.00,6.27,-1555.36
,,,豫园股份(600655.SH),72100,625828.00,8.68,24575.93
,,,陆家嘴(600663.SH),43500,479805.00,11.03,-21595.88
,,,电投能源(002128.SZ),36600,289140.00,7.9,2636.38
,,,家家悦(603708.SH),11000,436150.00,39.65,3957.98
,,,罗莱生活(002293.SZ),34300,332710.00,9.7,9548.24
,,,穗恒运A(000531.SZ),68700,502197.00,7.31,-10795.48
2020-06-10,10746609.04,207756.84,,,,,
,,,皇马科技(603181.SH),22500,478575.00,21.27,73094.29
,,,家家悦(603708.SH),11000,445500.00,40.5,13307.98
,,,京运通(601908.SH),134300,545258.00,4.06,-20768.21
,,,福达股份(603166.SH),31000,199020.00,6.42,-12264.97
,,,广汇物流(600603.SH),8900,42275.00,4.75,-2355.94
,,,穗恒运A(000531.SZ),68700,507693.00,7.39,-5299.48
,,,苏农银行(603323.SH),22700,98972.00,4.36,-682.74
,,,南网储能(600995.SH),200,1538.00,7.69,-15.57
,,,电投能源(002128.SZ),36600,293898.00,8.03,7394.38
,,,金徽酒(603919.SH),23200,332224.00,14.32,-28435.83
,,,道明光学(002632.SZ),59600,502428.00,8.43,16626.93
,,,宁沪高速(600377.SH),38100,382524.00,10.04,-18446.36
,,,ST美克(600337.SH),161000,833980.00,5.18,108695.24
,,,元祖股份(603886.SH),28400,495012.00,17.43,27611.17
,,,祥和实业(603500.SH),31300,477638.00,15.26,32216.62
,,,国泰集团(603977.SH),47600,390320.00,8.2,5781.36
,,,陆家嘴(600663.SH),43500,487200.00,11.2,-14200.88
,,,中原环保(000544.SZ),83800,536320.00,6.4,-29420.46
,,,安徽合力(600761.SH),13500,127980.00,9.48,4454.53
,,,豫园股份(600655.SH),72100,630154.00,8.74,28901.93
,,,罗莱生活(002293.SZ),34300,341285.00,9.95,18123.24
,,,浙江仙通(603239.SH),19200,245376.00,12.78,-949.40
,,,贵航股份(600523.SH),36200,571598.00,15.79,-28164.65
,,,首开股份(600376.SH),6100,38430.00,6.3,-1372.36
,,,华荣股份(603855.SH),41200,659200.00,16,79402.27
,,,灵康药业(603669.SH),43420,330426.20,7.61,-1879.81
,,,天威视讯(002238.SZ),49100,544028.00,11.08,63909.98
2020-06-09,10691177.24,207756.84,,,,,
,,,南网储能(600995.SH),200,1554.00,7.77,0.43
,,,国泰集团(603977.SH),47600,396984.00,8.34,12445.36
,,,京运通(601908.SH),134300,541229.00,4.03,-24797.21
,,,首开股份(600376.SH),6100,38308.00,6.28,-1494.36
,,,贵航股份(600523.SH),36200,564358.00,15.59,-35404.65
,,,宁沪高速(600377.SH),38100,384810.00,10.1,-16160.36
,,,电投能源(002128.SZ),36600,299388.00,8.18,12884.38
,,,穗恒运A(000531.SZ),68700,508380.00,7.4,-4612.48
,,,家家悦(603708.SH),11000,441320.00,40.12,9127.98
,,,罗莱生活(002293.SZ),34300,337169.00,9.83,14007.24
,,,祥和实业(603500.SH),31300,473882.00,15.14,28460.62
,,,华荣股份(603855.SH),41200,638600.00,15.5,58802.27
,,,皇马科技(603181.SH),22500,466875.00,20.75,61394.29
,,,广汇物流(600603.SH),8900,42720.00,4.8,-1910.94
,,,浙江仙通(603239.SH),19200,248832.00,12.96,2506.60
,,,天威视讯(002238.SZ),49100,523406.00,10.66,43287.98
,,,金徽酒(603919.SH),23200,332456.00,14.33,-28203.83
,,,元祖股份(603886.SH),28400,491888.00,17.32,24487.17
,,,福达股份(603166.SH),31000,208320.00,6.72,-2964.97
,,,安徽合力(600761.SH),13500,127980.00,9.48,4454.53
,,,道明光学(002632.SZ),59600,487528.00,8.18,1726.93
,,,ST美克(600337.SH),161000,817880.00,5.08,92595.24
,,,中原环保(000544.SZ),83800,542186.00,6.47,-23554.46
,,,豫园股份(600655.SH),72100,638806.00,8.86,37553.93
,,,苏农银行(603323.SH),22700,99199.00,4.37,-455.74
,,,灵康药业(603669.SH),43420,335202.40,7.72,2896.39
,,,陆家嘴(600663.SH),43500,494160.00,11.36,-7240.88
2020-06-08,10640010.64,207756.84,,,,,
,,,罗莱生活(002293.SZ),34300,331338.00,9.66,8176.24
,,,道明光学(002632.SZ),59600,499448.00,8.38,13646.93
,,,电投能源(002128.SZ),36600,298290.00,8.15,11786.38
,,,浙江仙通(603239.SH),19200,253248.00,13.19,6922.60
,,,宁沪高速(600377.SH),38100,377190.00,9.9,-23780.36
,,,华荣股份(603855.SH),41200,629124.00,15.27,49326.27
,,,京运通(601908.SH),134300,537200.00,4,-28826.21
,,,元祖股份(603886.SH),28400,489048.00,17.22,21647.17
,,,贵航股份(600523.SH),36200,571960.00,15.8,-27802.65
,,,豫园股份(600655.SH),72100,637364.00,8.84,36111.93
,,,金徽酒(603919.SH),23200,324104.00,13.97,-36555.83
,,,穗恒运A(000531.SZ),68700,512502.00,7.46,-490.48
,,,首开股份(600376.SH),6100,38735.00,6.35,-1067.36
,,,皇马科技(603181.SH),22500,463725.00,20.61,58244.29
,,,灵康药业(603669.SH),43420,325215.80,7.49,-7090.21
,,,家家悦(603708.SH),11000,440550.00,40.05,8357.98
,,,中原环保(000544.SZ),83800,544700.00,6.5,-21040.46
,,,南网储能(600995.SH),200,1544.00,7.72,-9.57
,,,福达股份(603166.SH),31000,208320.00,6.72,-2964.97
,,,苏农银行(603323.SH),22700,98972.00,4.36,-682.74
,,,国泰集团(603977.SH),47600,372708.00,7.83,-11830.64
,,,祥和实业(603500.SH),31300,470439.00,15.03,25017.62
,,,安徽合力(600761.SH),13500,127980.00,9.48,4454.53
,,,ST美克(600337.SH),161000,821100.00,5.1,95815.24
,,,天威视讯(002238.SZ),49100,516041.00,10.51,35922.98
,,,陆家嘴(600663.SH),43500,498510.00,11.46,-2890.88
,,,广汇物流(600603.SH),8900,42898.00,4.82,-1732.94
2020-06-05,10821305.64,207756.84,,,,,
,,,穗恒运A(000531.SZ),68700,520746.00,7.58,7753.52
,,,京运通(601908.SH),134300,582862.00,4.34,16835.79
,,,国泰集团(603977.SH),47600,375088.00,7.88,-9450.64
,,,陆家嘴(600663.SH),43500,504165.00,11.59,2764.12
,,,豫园股份(600655.SH),72100,657552.00,9.12,56299.93
,,,家家悦(603708.SH),11000,450560.00,40.96,18367.98
,,,浙江仙通(603239.SH),19200,256128.00,13.34,9802.60
,,,广汇物流(600603.SH),8900,43254.00,4.86,-1376.94
,,,首开股份(600376.SH),6100,38064.00,6.24,-1738.36
,,,ST美克(600337.SH),161000,777630.00,4.83,52345.24
,,,安徽合力(600761.SH),13500,125145.00,9.27,1619.53
,,,电投能源(002128.SZ),36600,296460.00,8.1,9956.38
